gene	disease
uniprotkb:O00555	Epilepsy
uniprotkb:K7EKF7	Epilepsy
uniprotkb:A0A1C7CYY9	Epilepsy
uniprotkb:B5TYJ1	Epilepsy
uniprotkb:A0A1B0GU74	Epilepsy
uniprotkb:A0A1B0GUP3	Epilepsy
uniprotkb:K7EIF8	Epilepsy
uniprotkb:A0A1B0GUS3	Epilepsy
uniprotkb:A0A087WW63	Epilepsy
uniprotkb:A0A1B0GU81	Epilepsy
uniprotkb:A0A1B0GUM7	Epilepsy
uniprotkb:A0A1B0GTG6	Epilepsy
uniprotkb:A0A1B0GVX1	Epilepsy
uniprotkb:A0A1B0GTI4	Epilepsy
uniprotkb:A0A590UJK2	Epilepsy
uniprotkb:A0A1B0GTW2	Epilepsy
uniprotkb:Q01814	Nonsyndromic deafness
uniprotkb:A0A024R2E4	Nonsyndromic deafness
uniprotkb:A0A2R8Y4R4	Nonsyndromic deafness
uniprotkb:A0A2R8Y535	Nonsyndromic deafness
uniprotkb:A0A2U3U055	Nonsyndromic deafness
uniprotkb:A0A2U3TZI3	Nonsyndromic deafness
uniprotkb:Q96RL7	Neurodegenerative disease
uniprotkb:H0YF78	Neurodegenerative disease
uniprotkb:Q96RL7	Epilepsy
uniprotkb:H0YF78	Epilepsy
uniprotkb:A0A024RB09	Polycystic ovary syndrome
uniprotkb:F8VUA5	Polycystic ovary syndrome
uniprotkb:P61020	Polycystic ovary syndrome
uniprotkb:F8VPW9	Polycystic ovary syndrome
uniprotkb:F8VWZ7	Polycystic ovary syndrome
uniprotkb:F8VVZ0	Polycystic ovary syndrome
uniprotkb:A0A8I5KQY6	Aortic aneurysm
uniprotkb:A0A8I5KU53	Aortic aneurysm
uniprotkb:A0A8I5KZ33	Aortic aneurysm
uniprotkb:Q15746	Aortic aneurysm
uniprotkb:A0A8I5KYA1	Aortic aneurysm
uniprotkb:A0A8I5KS78	Aortic aneurysm
uniprotkb:A0A8I5KTQ1	Aortic aneurysm
uniprotkb:A0A8I5QKL9	Aortic aneurysm
uniprotkb:A0A8I5KUP2	Aortic aneurysm
uniprotkb:A0A8I5KYB9	Aortic aneurysm
uniprotkb:A0A8I5KUB2	Aortic aneurysm
uniprotkb:A0A8J9G5A3	Aortic aneurysm
uniprotkb:A0A8I5KVV3	Aortic aneurysm
uniprotkb:F8WBL7	Aortic aneurysm
uniprotkb:P11137	Age related macular degeneration
uniprotkb:A0A024R3Z1	Age related macular degeneration
uniprotkb:H7BZB9	Age related macular degeneration
uniprotkb:E7EV03	Age related macular degeneration
uniprotkb:A0A024R409	Age related macular degeneration
uniprotkb:A8MZ31	Age related macular degeneration
uniprotkb:A0A669KB77	Age related macular degeneration
uniprotkb:Q9NR50	Leukodystrophy
uniprotkb:A0A0D9SEN0	Leukodystrophy
uniprotkb:Q14574	Hypotrichosis
uniprotkb:A0A0D9SEQ4	Diabetes mellitus
uniprotkb:A0A3B3IRN7	Diabetes mellitus
uniprotkb:A0A0D9SGF7	Diabetes mellitus
uniprotkb:Q9UM63	Diabetes mellitus
uniprotkb:A1YLA1	Diabetes mellitus
uniprotkb:A0A0D9SFI7	Diabetes mellitus
uniprotkb:A0A0D9SFM8	Diabetes mellitus
uniprotkb:Q9NS56	Retinitis pigmentosa
uniprotkb:Q9NS56	Retinitis pigmentosa
uniprotkb:Q86V86	Cancer
uniprotkb:K7EQF8	Cataract
uniprotkb:K7EKE6	Cataract
uniprotkb:K7ERS1	Cataract
uniprotkb:P36776	Cataract
uniprotkb:K7ERR6	Cataract
uniprotkb:K7ER56	Cataract
uniprotkb:K7EJE8	Cataract
uniprotkb:G3V5Z4	Congenital disorder of glycosylation
uniprotkb:G3V4A8	Congenital disorder of glycosylation
uniprotkb:Q9BYC5	Congenital disorder of glycosylation
uniprotkb:G3XAD2	Congenital disorder of glycosylation
uniprotkb:Q546E0	Congenital disorder of glycosylation
uniprotkb:G3V530	Congenital disorder of glycosylation
uniprotkb:G3V509	Congenital disorder of glycosylation
uniprotkb:G3V5E3	Congenital disorder of glycosylation
uniprotkb:A0A669KAW1	Congenital disorder of glycosylation
uniprotkb:A0A804HKZ9	Charcot-Marie-Tooth disease
uniprotkb:A0A804HJW1	Charcot-Marie-Tooth disease
uniprotkb:A0A804HJB1	Charcot-Marie-Tooth disease
uniprotkb:E9PJK0	Charcot-Marie-Tooth disease
uniprotkb:A0A804HIE2	Charcot-Marie-Tooth disease
uniprotkb:F8WER0	Charcot-Marie-Tooth disease
uniprotkb:E9PJS9	Charcot-Marie-Tooth disease
uniprotkb:E9PRU2	Charcot-Marie-Tooth disease
uniprotkb:Q96G97	Charcot-Marie-Tooth disease
uniprotkb:H7C2D5	Charcot-Marie-Tooth disease
uniprotkb:A0A024R549	Charcot-Marie-Tooth disease
uniprotkb:H7BYY0	Charcot-Marie-Tooth disease
uniprotkb:J3KQ12	Charcot-Marie-Tooth disease
uniprotkb:A0A804HK83	Charcot-Marie-Tooth disease
uniprotkb:H7BXM1	Charcot-Marie-Tooth disease
uniprotkb:A0A804HIJ7	Charcot-Marie-Tooth disease
uniprotkb:A0A804HHX0	Charcot-Marie-Tooth disease
uniprotkb:F8W7Q8	Charcot-Marie-Tooth disease
uniprotkb:E9PSB5	Charcot-Marie-Tooth disease
uniprotkb:E9PPN5	Charcot-Marie-Tooth disease
uniprotkb:E9PR78	Charcot-Marie-Tooth disease
uniprotkb:A0A804HK11	Charcot-Marie-Tooth disease
uniprotkb:A0A804HKZ9	Neurodegenerative disease
uniprotkb:A0A804HJW1	Neurodegenerative disease
uniprotkb:A0A804HJB1	Neurodegenerative disease
uniprotkb:E9PJK0	Neurodegenerative disease
uniprotkb:A0A804HIE2	Neurodegenerative disease
uniprotkb:F8WER0	Neurodegenerative disease
uniprotkb:E9PJS9	Neurodegenerative disease
uniprotkb:E9PRU2	Neurodegenerative disease
uniprotkb:Q96G97	Neurodegenerative disease
uniprotkb:H7C2D5	Neurodegenerative disease
uniprotkb:A0A024R549	Neurodegenerative disease
uniprotkb:H7BYY0	Neurodegenerative disease
uniprotkb:J3KQ12	Neurodegenerative disease
uniprotkb:A0A804HK83	Neurodegenerative disease
uniprotkb:H7BXM1	Neurodegenerative disease
uniprotkb:A0A804HIJ7	Neurodegenerative disease
uniprotkb:A0A804HHX0	Neurodegenerative disease
uniprotkb:F8W7Q8	Neurodegenerative disease
uniprotkb:E9PSB5	Neurodegenerative disease
uniprotkb:E9PPN5	Neurodegenerative disease
uniprotkb:E9PR78	Neurodegenerative disease
uniprotkb:A0A804HK11	Neurodegenerative disease
uniprotkb:A0A804HKZ9	Hereditary spastic paraplegia
uniprotkb:A0A804HJW1	Hereditary spastic paraplegia
uniprotkb:A0A804HJB1	Hereditary spastic paraplegia
uniprotkb:E9PJK0	Hereditary spastic paraplegia
uniprotkb:A0A804HIE2	Hereditary spastic paraplegia
uniprotkb:F8WER0	Hereditary spastic paraplegia
uniprotkb:E9PJS9	Hereditary spastic paraplegia
uniprotkb:E9PRU2	Hereditary spastic paraplegia
uniprotkb:Q96G97	Hereditary spastic paraplegia
uniprotkb:H7C2D5	Hereditary spastic paraplegia
uniprotkb:A0A024R549	Hereditary spastic paraplegia
uniprotkb:H7BYY0	Hereditary spastic paraplegia
uniprotkb:J3KQ12	Hereditary spastic paraplegia
uniprotkb:A0A804HK83	Hereditary spastic paraplegia
uniprotkb:H7BXM1	Hereditary spastic paraplegia
uniprotkb:A0A804HIJ7	Hereditary spastic paraplegia
uniprotkb:A0A804HHX0	Hereditary spastic paraplegia
uniprotkb:F8W7Q8	Hereditary spastic paraplegia
uniprotkb:E9PSB5	Hereditary spastic paraplegia
uniprotkb:E9PPN5	Hereditary spastic paraplegia
uniprotkb:E9PR78	Hereditary spastic paraplegia
uniprotkb:A0A804HK11	Hereditary spastic paraplegia
uniprotkb:A0A804HKZ9	Neuropathy
uniprotkb:A0A804HJW1	Neuropathy
uniprotkb:A0A804HJB1	Neuropathy
uniprotkb:E9PJK0	Neuropathy
uniprotkb:A0A804HIE2	Neuropathy
uniprotkb:F8WER0	Neuropathy
uniprotkb:E9PJS9	Neuropathy
uniprotkb:E9PRU2	Neuropathy
uniprotkb:Q96G97	Neuropathy
uniprotkb:H7C2D5	Neuropathy
uniprotkb:A0A024R549	Neuropathy
uniprotkb:H7BYY0	Neuropathy
uniprotkb:J3KQ12	Neuropathy
uniprotkb:A0A804HK83	Neuropathy
uniprotkb:H7BXM1	Neuropathy
uniprotkb:A0A804HIJ7	Neuropathy
uniprotkb:A0A804HHX0	Neuropathy
uniprotkb:F8W7Q8	Neuropathy
uniprotkb:E9PSB5	Neuropathy
uniprotkb:E9PPN5	Neuropathy
uniprotkb:E9PR78	Neuropathy
uniprotkb:A0A804HK11	Neuropathy
uniprotkb:A0A804HKZ9	Diabetes mellitus
uniprotkb:A0A804HJW1	Diabetes mellitus
uniprotkb:A0A804HJB1	Diabetes mellitus
uniprotkb:E9PJK0	Diabetes mellitus
uniprotkb:A0A804HIE2	Diabetes mellitus
uniprotkb:F8WER0	Diabetes mellitus
uniprotkb:E9PJS9	Diabetes mellitus
uniprotkb:E9PRU2	Diabetes mellitus
uniprotkb:Q96G97	Diabetes mellitus
uniprotkb:H7C2D5	Diabetes mellitus
uniprotkb:A0A024R549	Diabetes mellitus
uniprotkb:H7BYY0	Diabetes mellitus
uniprotkb:J3KQ12	Diabetes mellitus
uniprotkb:A0A804HK83	Diabetes mellitus
uniprotkb:H7BXM1	Diabetes mellitus
uniprotkb:A0A804HIJ7	Diabetes mellitus
uniprotkb:A0A804HHX0	Diabetes mellitus
uniprotkb:F8W7Q8	Diabetes mellitus
uniprotkb:E9PSB5	Diabetes mellitus
uniprotkb:E9PPN5	Diabetes mellitus
uniprotkb:E9PR78	Diabetes mellitus
uniprotkb:A0A804HK11	Diabetes mellitus
uniprotkb:Q9H3Z4	Neurodegenerative disease
uniprotkb:Q9H3Z4	Neuronal ceroid lipofuscinosis
uniprotkb:B3KM87	Neurodegenerative disease
uniprotkb:D6R9N0	Neurodegenerative disease
uniprotkb:A0A0R4J2E8	Neurodegenerative disease
uniprotkb:A8MXP9	Neurodegenerative disease
uniprotkb:D6RCM3	Neurodegenerative disease
uniprotkb:D6RB45	Neurodegenerative disease
uniprotkb:D6R8Z5	Neurodegenerative disease
uniprotkb:D6RAM9	Neurodegenerative disease
uniprotkb:B3KM87	Amyotrophic lateral sclerosis
uniprotkb:D6R9N0	Amyotrophic lateral sclerosis
uniprotkb:A0A0R4J2E8	Amyotrophic lateral sclerosis
uniprotkb:A8MXP9	Amyotrophic lateral sclerosis
uniprotkb:D6RCM3	Amyotrophic lateral sclerosis
uniprotkb:D6RB45	Amyotrophic lateral sclerosis
uniprotkb:D6R8Z5	Amyotrophic lateral sclerosis
uniprotkb:D6RAM9	Amyotrophic lateral sclerosis
uniprotkb:B3KM87	Amyotrophic lateral sclerosis
uniprotkb:D6R9N0	Amyotrophic lateral sclerosis
uniprotkb:A0A0R4J2E8	Amyotrophic lateral sclerosis
uniprotkb:A8MXP9	Amyotrophic lateral sclerosis
uniprotkb:D6RCM3	Amyotrophic lateral sclerosis
uniprotkb:D6RB45	Amyotrophic lateral sclerosis
uniprotkb:D6R8Z5	Amyotrophic lateral sclerosis
uniprotkb:D6RAM9	Amyotrophic lateral sclerosis
uniprotkb:I3L2T2	Fanconi anemia
uniprotkb:I3L4I5	Fanconi anemia
uniprotkb:Q6PCD5	Fanconi anemia
uniprotkb:I3L284	Fanconi anemia
uniprotkb:I3L299	Fanconi anemia
uniprotkb:P50993	Epilepsy
uniprotkb:A0A0S2Z3W6	Epilepsy
uniprotkb:B1AKY9	Epilepsy
uniprotkb:P00395	Nonsyndromic deafness
uniprotkb:U5YWV7	Nonsyndromic deafness
uniprotkb:P00395	Nonsyndromic deafness
uniprotkb:U5YWV7	Nonsyndromic deafness
uniprotkb:P00395	cytochrome-c oxidase deficiency disease
uniprotkb:U5YWV7	cytochrome-c oxidase deficiency disease
uniprotkb:P00395	Leber hereditary optic neuropathy
uniprotkb:U5YWV7	Leber hereditary optic neuropathy
uniprotkb:X6R5P2	Migraine
uniprotkb:H0Y3A8	Migraine
uniprotkb:O75129	Migraine
uniprotkb:A0A0A0MRH9	Migraine
uniprotkb:H7BZ45	Alcohol use disorder
uniprotkb:A0A7I2V3G7	Alcohol use disorder
uniprotkb:P21964	Alcohol use disorder
uniprotkb:E7EMS6	Alcohol use disorder
uniprotkb:A0A7I2V370	Alcohol use disorder
uniprotkb:F8WBW9	Alcohol use disorder
uniprotkb:E7EUU8	Alcohol use disorder
uniprotkb:H7BZ45	Opiate dependence
uniprotkb:A0A7I2V3G7	Opiate dependence
uniprotkb:P21964	Opiate dependence
uniprotkb:E7EMS6	Opiate dependence
uniprotkb:A0A7I2V370	Opiate dependence
uniprotkb:F8WBW9	Opiate dependence
uniprotkb:E7EUU8	Opiate dependence
uniprotkb:H7BZ45	Schizophrenia
uniprotkb:A0A7I2V3G7	Schizophrenia
uniprotkb:P21964	Schizophrenia
uniprotkb:E7EMS6	Schizophrenia
uniprotkb:A0A7I2V370	Schizophrenia
uniprotkb:F8WBW9	Schizophrenia
uniprotkb:E7EUU8	Schizophrenia
uniprotkb:P11387	Cancer
uniprotkb:A0A7P0T852	Cancer
uniprotkb:A0A7P0T9R7	Cancer
uniprotkb:P00156	Cardiomyopathy
uniprotkb:Q0ZFD6	Cardiomyopathy
uniprotkb:P00156	Leber hereditary optic neuropathy
uniprotkb:Q0ZFD6	Leber hereditary optic neuropathy
uniprotkb:P00156	Cataract
uniprotkb:Q0ZFD6	Cataract
uniprotkb:P42345	Epilepsy
uniprotkb:A0A8V8TQ52	Epilepsy
uniprotkb:A0A8V8TQP2	Epilepsy
uniprotkb:A0A8V8TQM6	Epilepsy
uniprotkb:A0A8V8TRG9	Epilepsy
uniprotkb:A0A8V8TR74	Epilepsy
uniprotkb:E9PLY0	Lissencephaly
uniprotkb:A0A590UJG2	Lissencephaly
uniprotkb:A0A0A6YYJ5	Lissencephaly
uniprotkb:A0A804HL78	Lissencephaly
uniprotkb:H3BQK9	Lissencephaly
uniprotkb:E9PLY5	Lissencephaly
uniprotkb:B4DQX9	Lissencephaly
uniprotkb:H0Y7I1	Lissencephaly
uniprotkb:A0A7P0MQR8	Lissencephaly
uniprotkb:E9PNZ4	Lissencephaly
uniprotkb:A0A669KB76	Lissencephaly
uniprotkb:A0A8I5KY71	Lissencephaly
uniprotkb:E9PS75	Lissencephaly
uniprotkb:H3BPE1	Lissencephaly
uniprotkb:A0A5F9ZGX0	Lissencephaly
uniprotkb:Q13467	Coloboma
uniprotkb:Q9P202	Usher syndrome
uniprotkb:A0A8V8TNT0	Usher syndrome
uniprotkb:A0A8V8TQ31	Usher syndrome
uniprotkb:Q9P202	Nonsyndromic deafness
uniprotkb:A0A8V8TNT0	Nonsyndromic deafness
uniprotkb:A0A8V8TQ31	Nonsyndromic deafness
uniprotkb:Q9P202	Nonsyndromic deafness
uniprotkb:A0A8V8TNT0	Nonsyndromic deafness
uniprotkb:A0A8V8TQ31	Nonsyndromic deafness
uniprotkb:Q9P202	Retinitis pigmentosa
uniprotkb:A0A8V8TNT0	Retinitis pigmentosa
uniprotkb:A0A8V8TQ31	Retinitis pigmentosa
uniprotkb:P00846	Cardiomyopathy
uniprotkb:Q0ZFE3	Cardiomyopathy
uniprotkb:P00846	Retinitis pigmentosa
uniprotkb:Q0ZFE3	Retinitis pigmentosa
uniprotkb:P00846	Charcot-Marie-Tooth disease
uniprotkb:Q0ZFE3	Charcot-Marie-Tooth disease
uniprotkb:P00846	Leigh disease
uniprotkb:Q0ZFE3	Leigh disease
uniprotkb:P00846	Leigh disease
uniprotkb:Q0ZFE3	Leigh disease
uniprotkb:P00846	Leber hereditary optic neuropathy
uniprotkb:Q0ZFE3	Leber hereditary optic neuropathy
uniprotkb:P00846	Neuropathy
uniprotkb:Q0ZFE3	Neuropathy
uniprotkb:Q5JYG5	Glaucoma
uniprotkb:Q96I76	Glaucoma
uniprotkb:A0A8I5QJJ8	Congenital disorder of glycosylation
uniprotkb:Q9H0U3	Congenital disorder of glycosylation
uniprotkb:A0A8I5QKX7	Congenital disorder of glycosylation
uniprotkb:A0A8I5KY62	Congenital disorder of glycosylation
uniprotkb:A0A087WU53	Congenital disorder of glycosylation
uniprotkb:A0A8I5QJM4	Congenital disorder of glycosylation
uniprotkb:A0A8I5KYH1	Congenital disorder of glycosylation
uniprotkb:A0A8I5KUC4	Congenital disorder of glycosylation
uniprotkb:P03923	Mitochondrial complex I deficiency
uniprotkb:U5Z977	Mitochondrial complex I deficiency
uniprotkb:P03923	Leigh disease
uniprotkb:U5Z977	Leigh disease
uniprotkb:P03923	Leigh disease
uniprotkb:U5Z977	Leigh disease
uniprotkb:P03923	Dystonia
uniprotkb:U5Z977	Dystonia
uniprotkb:P03923	Leber hereditary optic neuropathy
uniprotkb:U5Z977	Leber hereditary optic neuropathy
uniprotkb:P03923	Leber hereditary optic neuropathy
uniprotkb:U5Z977	Leber hereditary optic neuropathy
uniprotkb:A0A2R8Y5G3	Cardiomyopathy
uniprotkb:A0A2R8Y514	Cardiomyopathy
uniprotkb:O60313	Cardiomyopathy
uniprotkb:C9JMB8	Cardiomyopathy
uniprotkb:E5KLJ9	Cardiomyopathy
uniprotkb:H7C141	Cardiomyopathy
uniprotkb:A0A2R8YE78	Cardiomyopathy
uniprotkb:A0A2R8YE54	Cardiomyopathy
uniprotkb:A0A2R8Y3X5	Cardiomyopathy
uniprotkb:A0A2R8YD53	Cardiomyopathy
uniprotkb:A0A2R8YDM2	Cardiomyopathy
uniprotkb:C9JY58	Cardiomyopathy
uniprotkb:A0A2R8Y4Q3	Cardiomyopathy
uniprotkb:A0A2R8Y5G3	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8Y514	Chronic progressive external ophthalmoplegia
uniprotkb:O60313	Chronic progressive external ophthalmoplegia
uniprotkb:C9JMB8	Chronic progressive external ophthalmoplegia
uniprotkb:E5KLJ9	Chronic progressive external ophthalmoplegia
uniprotkb:H7C141	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8YE78	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8YE54	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8Y3X5	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8YD53	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8YDM2	Chronic progressive external ophthalmoplegia
uniprotkb:C9JY58	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8Y4Q3	Chronic progressive external ophthalmoplegia
uniprotkb:A0A2R8Y5G3	Neurodegenerative disease
uniprotkb:A0A2R8Y514	Neurodegenerative disease
uniprotkb:O60313	Neurodegenerative disease
uniprotkb:C9JMB8	Neurodegenerative disease
uniprotkb:E5KLJ9	Neurodegenerative disease
uniprotkb:H7C141	Neurodegenerative disease
uniprotkb:A0A2R8YE78	Neurodegenerative disease
uniprotkb:A0A2R8YE54	Neurodegenerative disease
uniprotkb:A0A2R8Y3X5	Neurodegenerative disease
uniprotkb:A0A2R8YD53	Neurodegenerative disease
uniprotkb:A0A2R8YDM2	Neurodegenerative disease
uniprotkb:C9JY58	Neurodegenerative disease
uniprotkb:A0A2R8Y4Q3	Neurodegenerative disease
uniprotkb:P03886	Mitochondrial complex I deficiency
uniprotkb:U5Z754	Mitochondrial complex I deficiency
uniprotkb:P03886	Alzheimer's disease
uniprotkb:U5Z754	Alzheimer's disease
uniprotkb:P03886	Neurodegenerative disease
uniprotkb:U5Z754	Neurodegenerative disease
uniprotkb:P03886	Epilepsy
uniprotkb:U5Z754	Epilepsy
uniprotkb:P03886	Leigh disease
uniprotkb:U5Z754	Leigh disease
uniprotkb:P03886	Leber hereditary optic neuropathy
uniprotkb:U5Z754	Leber hereditary optic neuropathy
uniprotkb:P03886	Leber hereditary optic neuropathy
uniprotkb:U5Z754	Leber hereditary optic neuropathy
uniprotkb:P03886	Amyloidosis
uniprotkb:U5Z754	Amyloidosis
uniprotkb:P03886	Diabetes mellitus
uniprotkb:U5Z754	Diabetes mellitus
uniprotkb:Q96H72	Ehlers-Danlos syndrome
uniprotkb:K4DIB5	Ehlers-Danlos syndrome
uniprotkb:G3V1B2	Ehlers-Danlos syndrome
uniprotkb:E9PNN7	Ehlers-Danlos syndrome
uniprotkb:E9PNE7	Ehlers-Danlos syndrome
uniprotkb:E9PSA8	Ehlers-Danlos syndrome
uniprotkb:K4DIA9	Ehlers-Danlos syndrome
uniprotkb:E9PRH4	Ehlers-Danlos syndrome
uniprotkb:Q96H72	Ehlers-Danlos syndrome
uniprotkb:K4DIB5	Ehlers-Danlos syndrome
uniprotkb:G3V1B2	Ehlers-Danlos syndrome
uniprotkb:E9PNN7	Ehlers-Danlos syndrome
uniprotkb:E9PNE7	Ehlers-Danlos syndrome
uniprotkb:E9PSA8	Ehlers-Danlos syndrome
uniprotkb:K4DIA9	Ehlers-Danlos syndrome
uniprotkb:E9PRH4	Ehlers-Danlos syndrome
uniprotkb:A0A087WY36	Idiopathic pulmonary fibrosis
uniprotkb:Q12802	Idiopathic pulmonary fibrosis
uniprotkb:A0A087WYS7	Idiopathic pulmonary fibrosis
uniprotkb:H0YK84	Idiopathic pulmonary fibrosis
uniprotkb:H0YLH1	Idiopathic pulmonary fibrosis
uniprotkb:A8MYJ1	Idiopathic pulmonary fibrosis
uniprotkb:H0YMI5	Idiopathic pulmonary fibrosis
uniprotkb:A0A087WX73	Idiopathic pulmonary fibrosis
uniprotkb:H0YMW2	Idiopathic pulmonary fibrosis
uniprotkb:A0A087X047	Idiopathic pulmonary fibrosis
uniprotkb:A0A087WTD7	Idiopathic pulmonary fibrosis
uniprotkb:H0YK18	Idiopathic pulmonary fibrosis
uniprotkb:A0A087WY36	Cancer
uniprotkb:Q12802	Cancer
uniprotkb:A0A087WYS7	Cancer
uniprotkb:H0YK84	Cancer
uniprotkb:H0YLH1	Cancer
uniprotkb:A8MYJ1	Cancer
uniprotkb:H0YMI5	Cancer
uniprotkb:A0A087WX73	Cancer
uniprotkb:H0YMW2	Cancer
uniprotkb:A0A087X047	Cancer
uniprotkb:A0A087WTD7	Cancer
uniprotkb:H0YK18	Cancer
uniprotkb:P03901	Mitochondrial complex I deficiency
uniprotkb:Q7GXZ4	Mitochondrial complex I deficiency
uniprotkb:P03901	Leber hereditary optic neuropathy
uniprotkb:Q7GXZ4	Leber hereditary optic neuropathy
uniprotkb:P03901	Leber hereditary optic neuropathy
uniprotkb:Q7GXZ4	Leber hereditary optic neuropathy
uniprotkb:Q9Y2R0	cytochrome-c oxidase deficiency disease
uniprotkb:K7EPV0	cytochrome-c oxidase deficiency disease
uniprotkb:B7Z1Y6	Autism spectrum disorder
uniprotkb:Q9UHC6	Autism spectrum disorder
uniprotkb:A0A090N7T7	Autism spectrum disorder
uniprotkb:A0A0D9SES4	Autism spectrum disorder
uniprotkb:B7Z1Y6	Epilepsy
uniprotkb:Q9UHC6	Epilepsy
uniprotkb:A0A090N7T7	Epilepsy
uniprotkb:A0A0D9SES4	Epilepsy
uniprotkb:A0A8V8TPD9	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TQY8	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPB2	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPR5	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPP4	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TQM0	Juvenile rheumatoid arthritis
uniprotkb:P20963	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPQ0	Juvenile rheumatoid arthritis
uniprotkb:A9Y844	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPX3	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPD5	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPT5	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TQN4	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TR07	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TQP3	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TPS3	Juvenile rheumatoid arthritis
uniprotkb:C9JZA4	Charcot-Marie-Tooth disease
uniprotkb:C9JKG6	Charcot-Marie-Tooth disease
uniprotkb:Q6AWB1	Charcot-Marie-Tooth disease
uniprotkb:E7EX90	Charcot-Marie-Tooth disease
uniprotkb:Q14203	Charcot-Marie-Tooth disease
uniprotkb:C9JJN7	Charcot-Marie-Tooth disease
uniprotkb:C9JJD0	Charcot-Marie-Tooth disease
uniprotkb:A0A804CDA6	Charcot-Marie-Tooth disease
uniprotkb:E9PCY0	Charcot-Marie-Tooth disease
uniprotkb:C9J1B7	Charcot-Marie-Tooth disease
uniprotkb:A0A7P0Z4C3	Charcot-Marie-Tooth disease
uniprotkb:C9JTE5	Charcot-Marie-Tooth disease
uniprotkb:C9JZA4	Neurodegenerative disease
uniprotkb:C9JKG6	Neurodegenerative disease
uniprotkb:Q6AWB1	Neurodegenerative disease
uniprotkb:E7EX90	Neurodegenerative disease
uniprotkb:Q14203	Neurodegenerative disease
uniprotkb:C9JJN7	Neurodegenerative disease
uniprotkb:C9JJD0	Neurodegenerative disease
uniprotkb:A0A804CDA6	Neurodegenerative disease
uniprotkb:E9PCY0	Neurodegenerative disease
uniprotkb:C9J1B7	Neurodegenerative disease
uniprotkb:A0A7P0Z4C3	Neurodegenerative disease
uniprotkb:C9JTE5	Neurodegenerative disease
uniprotkb:C9JZA4	Parkinson's disease
uniprotkb:C9JKG6	Parkinson's disease
uniprotkb:Q6AWB1	Parkinson's disease
uniprotkb:E7EX90	Parkinson's disease
uniprotkb:Q14203	Parkinson's disease
uniprotkb:C9JJN7	Parkinson's disease
uniprotkb:C9JJD0	Parkinson's disease
uniprotkb:A0A804CDA6	Parkinson's disease
uniprotkb:E9PCY0	Parkinson's disease
uniprotkb:C9J1B7	Parkinson's disease
uniprotkb:A0A7P0Z4C3	Parkinson's disease
uniprotkb:C9JTE5	Parkinson's disease
uniprotkb:C9JZA4	Amyotrophic lateral sclerosis
uniprotkb:C9JKG6	Amyotrophic lateral sclerosis
uniprotkb:Q6AWB1	Amyotrophic lateral sclerosis
uniprotkb:E7EX90	Amyotrophic lateral sclerosis
uniprotkb:Q14203	Amyotrophic lateral sclerosis
uniprotkb:C9JJN7	Amyotrophic lateral sclerosis
uniprotkb:C9JJD0	Amyotrophic lateral sclerosis
uniprotkb:A0A804CDA6	Amyotrophic lateral sclerosis
uniprotkb:E9PCY0	Amyotrophic lateral sclerosis
uniprotkb:C9J1B7	Amyotrophic lateral sclerosis
uniprotkb:A0A7P0Z4C3	Amyotrophic lateral sclerosis
uniprotkb:C9JTE5	Amyotrophic lateral sclerosis
uniprotkb:C9JZA4	Amyotrophic lateral sclerosis
uniprotkb:C9JKG6	Amyotrophic lateral sclerosis
uniprotkb:Q6AWB1	Amyotrophic lateral sclerosis
uniprotkb:E7EX90	Amyotrophic lateral sclerosis
uniprotkb:Q14203	Amyotrophic lateral sclerosis
uniprotkb:C9JJN7	Amyotrophic lateral sclerosis
uniprotkb:C9JJD0	Amyotrophic lateral sclerosis
uniprotkb:A0A804CDA6	Amyotrophic lateral sclerosis
uniprotkb:E9PCY0	Amyotrophic lateral sclerosis
uniprotkb:C9J1B7	Amyotrophic lateral sclerosis
uniprotkb:A0A7P0Z4C3	Amyotrophic lateral sclerosis
uniprotkb:C9JTE5	Amyotrophic lateral sclerosis
uniprotkb:C9JZA4	Neuropathy
uniprotkb:C9JKG6	Neuropathy
uniprotkb:Q6AWB1	Neuropathy
uniprotkb:E7EX90	Neuropathy
uniprotkb:Q14203	Neuropathy
uniprotkb:C9JJN7	Neuropathy
